continent,education_of_employee,has_job_experience,requires_job_training,no_of_employees,yr_of_estab,region_of_employment,prevailing_wage,unit_of_wage,full_time_position,case_status
1,0,0,0,2659,1989,2,572.8227,0,0,1
1,3,1,0,4118,1997,4,19838.51,3,1,0
1,0,1,0,3272,1922,1,95018.17,3,1,0
1,3,1,1,1178,1987,1,162988.12,3,1,0
1,3,0,0,59095,1998,0,131023.37,3,1,1
1,1,1,0,1378,2009,3,55076.16,3,1,0
1,0,1,0,486,2005,3,82450.68,3,1,0
3,0,1,0,180,1988,4,133468.58,3,1,0
3,3,0,0,1190,1996,3,786.5458,0,1,0
1,3,1,0,1648,1940,2,59136.13,3,1,0
1,0,1,0,2286,1878,4,105987.07,3,1,0
3,2,0,0,124,2009,4,252.43,0,0,1
1,3,1,0,3238,1996,2,73896.5,3,1,0
2,3,0,0,30363,2006,4,26374.66,3,1,0
1,3,1,0,2889,1934,2,108888.49,3,1,0
3,3,1,0,2303,1988,1,128167.33,3,1,0
1,3,0,0,1876,1980,2,37688.62,3,1,1
1,3,0,0,241,1961,2,66092.25,3,1,1
2,0,0,0,412,1997,4,34249.67,3,1,0
1,2,1,0,3348,1994,2,99671.66,3,1,1
1,3,1,0,2650,1989,3,52654.73,3,1,0
2,0,1,1,1187,1968,4,104068.77,3,1,0
0,3,1,0,4506,1949,4,82793.8,1,1,0
0,0,0,0,2437,2007,3,130636.68,3,1,0
1,3,0,0,3736,2001,2,90951.06,3,1,1
2,3,1,0,1826,1968,2,30531.03,3,1,0
1,0,1,0,4824,1996,4,49122.07,3,1,0
1,3,0,0,364,2010,1,126935.9,3,0,0
1,3,0,0,1980,2006,2,79576.59,3,1,1
1,0,1,0,8374,1864,2,206970.67,3,0,0
5,3,1,1,3198,2011,2,53077.88,3,1,0
1,0,0,1,1235,2000,2,43231.47,3,1,1
1,3,0,0,4727,1834,2,7777.55,3,1,1
1,1,0,0,2956,2003,3,262189.0,3,0,0
3,0,0,0,2360,1965,2,90881.96,3,1,1
3,3,1,0,1746,1984,4,119767.22,3,0,0
1,3,1,0,633,1985,4,53669.98,3,0,0
1,3,1,0,2774,1985,3,133170.7,3,0,0
1,3,1,0,1538,1962,4,314.6393,0,1,0
1,0,0,1,3696,1998,4,21853.74,3,1,1
1,3,0,0,4990,1976,2,117998.47,3,0,1
1,3,1,0,3130,2009,3,11404.58,3,1,0
1,0,0,0,1056,2010,4,122141.55,3,1,1
1,3,1,0,496,1994,1,153372.73,3,1,0
2,3,0,0,3937,1991,2,103847.9,3,1,0
3,0,0,0,3792,1992,4,82553.13,3,1,1
2,1,1,0,2165,2013,4,27790.82,3,1,0
1,2,1,0,2641,2007,3,97466.91,3,1,0
1,0,1,0,1236,1911,1,57972.25,3,1,0
1,0,1,0,2247,2003,2,130563.12,3,1,0
1,2,0,0,3085,1928,4,35504.93,2,1,1
1,3,1,0,4185,1993,1,109604.4,3,1,0
1,0,1,0,1268,2001,3,7439.91,3,1,0
1,2,0,0,2122,2005,3,80604.66,3,0,0
1,3,1,0,673,2005,3,68564.85,3,1,0
1,3,1,0,1002,1989,4,25942.03,3,1,0
1,3,1,0,1726,1911,1,70445.67,3,1,0
1,2,1,0,4040,1994,1,60158.59,3,1,0
1,3,1,0,2721,1997,1,101026.39,3,1,0
3,3,1,0,645,1988,3,149452.3,3,1,0
1,0,1,0,1743,1998,4,110382.9,3,1,0
3,3,1,0,1097,2005,2,44040.11,3,1,0
1,3,0,1,4393,2010,3,62328.16,3,1,0
3,0,0,0,4668,1975,4,37049.34,3,1,1
1,0,1,0,2188,1999,3,100524.28,3,1,0
3,0,1,0,1105,1962,4,60561.95,3,1,0
1,2,0,1,940,2001,3,75815.39,3,1,0
1,2,0,0,1850,2009,2,71328.02,3,1,1
1,3,0,0,2213,1855,2,832.11,3,1,1
1,3,1,1,24,2007,2,125926.18,3,1,0
1,0,1,0,304,2000,1,21428.58,3,1,0
3,3,0,0,1372,2011,1,748.0707,0,1,0
1,3,1,0,2566,1801,2,32228.82,3,1,0
2,0,0,0,86050,2007,3,152569.46,3,1,0
1,3,0,0,621,1997,4,12210.01,3,1,1
1,2,0,0,1643,1998,2,862.3799,0,1,1
1,3,0,0,1110,2010,0,81285.88,3,1,1
3,0,1,0,908,1997,0,29099.81,3,1,0
1,0,1,0,2042,2006,1,111681.66,3,0,0
1,3,1,0,2266,2000,1,164341.96,3,1,0
5,3,1,0,26957,1917,2,149649.91,3,1,0
1,1,1,0,2467,1800,3,62487.14,3,1,0
1,0,1,0,3712,2011,1,35194.51,3,1,0
3,3,1,0,1469,1981,3,27978.08,3,1,0
5,2,0,1,1003,2013,3,99013.02,3,1,0
1,2,1,0,3144,2012,2,14034.51,3,1,1
1,3,1,0,1989,1995,4,94398.97,3,1,0
1,3,0,0,1176,1969,2,39917.2,3,1,1
1,1,0,0,110,1983,1,70105.8,3,0,0
1,0,0,0,2845,2004,3,671.4491,0,1,0
3,3,1,0,2150,2010,3,137769.42,3,0,0
1,0,1,1,643,1986,3,76138.64,3,1,0
1,0,0,0,3712,1989,3,92324.91,3,1,0
1,0,1,0,2715,1948,3,117587.26,3,1,0
1,1,1,0,944,1991,1,49684.23,3,1,0
1,3,1,0,3298,2005,3,47844.12,3,0,0
1,1,0,0,4915,2005,2,64000.8,3,0,1
1,3,1,0,5474,1861,2,47998.71,3,1,0
1,2,1,0,2652,1952,3,98429.38,3,1,0
1,0,1,0,3960,1968,4,35911.81,3,1,0
0,3,1,0,3510,2005,2,200084.9,3,1,0
1,3,0,1,604,1966,3,132029.1,3,1,0
0,3,0,1,3256,2004,3,138622.73,3,1,0
1,0,1,0,3899,1989,4,105274.65,3,1,0
1,0,0,0,1610,1960,3,250510.67,3,1,0
2,0,1,0,4746,1980,4,209993.78,3,1,1
2,3,0,0,869,2010,4,77912.67,3,1,0
2,0,1,1,2658,2008,3,86235.96,3,1,0
2,0,0,0,2626,1972,3,144090.19,3,1,0
1,3,1,0,1888,2003,1,147054.85,3,1,0
2,1,1,0,2128,2001,2,73503.72,3,1,0
2,0,1,1,2188,2007,3,123316.75,3,1,0
1,3,1,1,8780,1846,3,81640.69,3,1,0
1,1,0,0,88484,2001,3,53999.52,3,1,0
1,3,1,0,1261,1975,2,28023.68,3,1,0
1,3,1,0,2158,2006,2,30393.57,3,0,0
1,3,0,0,834,1977,2,3.3188,0,1,1
1,0,1,0,1194,1998,3,105225.88,3,1,0
1,3,0,0,1566,1998,1,87165.0,3,1,0
2,0,1,0,878,1966,1,58800.76,3,1,0
2,0,1,0,213,2000,4,90643.93,3,1,0
1,3,1,0,1712,1873,2,84698.17,3,0,0
5,0,0,1,3281,2000,4,153307.62,3,1,1
1,0,0,0,2652,2006,2,94134.47,3,1,1
1,0,1,0,53191,1977,1,81523.82,3,0,0
1,0,0,0,3189,1838,4,165723.2,3,1,1
3,0,0,0,162,1994,3,74880.65,3,1,0
1,1,1,0,3993,2004,1,51840.34,3,1,0
1,3,0,0,2953,2000,1,110427.57,3,1,0
1,0,1,0,30650,1998,3,113374.51,3,1,0
1,3,1,0,3510,2005,1,134356.0,3,1,0
0,0,0,0,3363,1983,3,21924.21,3,1,0
1,2,1,0,2377,2006,3,48191.18,3,1,0
1,0,1,1,2016,1838,4,125014.69,3,1,0
3,0,0,0,756,1988,3,146020.74,3,0,0
1,3,0,0,421,2010,4,35021.59,3,1,1
2,2,1,1,964,2004,3,111289.39,3,1,0
1,3,1,0,3647,1949,3,24055.39,3,1,0
3,0,1,0,2477,1970,4,15506.4,2,1,0
3,0,1,0,91879,2005,2,45029.5,3,0,1
1,0,1,0,2432,1889,2,10837.15,3,1,0
1,0,1,0,298,2008,4,98135.46,3,1,0
0,1,1,0,2563,1986,2,52672.96,3,1,0
1,3,0,0,1737,1956,4,118601.72,3,1,1
1,0,0,0,1370,2000,3,72230.65,3,1,0
1,0,1,0,56,1992,3,102237.74,3,1,0
2,0,0,0,2440,1994,4,30409.94,3,1,0
3,3,0,0,93759,1983,1,74237.68,3,1,0
1,2,1,0,1433,1987,2,25467.02,3,1,1
1,3,1,0,2950,2009,3,849.455,0,1,0
1,0,1,0,5660,2000,2,64938.71,3,1,0
1,0,1,0,992,1992,4,218554.78,3,1,0
1,0,0,0,1574,2012,3,3080.38,3,1,0
1,2,1,0,3361,1993,4,212159.14,3,1,1
1,3,0,0,111654,2012,2,963.0685,0,1,1
1,3,0,0,1318,1989,2,59665.28,3,1,1
1,3,0,0,3188,2012,3,256205.38,3,0,0
1,0,1,0,3041,2004,3,116867.59,3,1,0
1,0,0,0,987,1968,1,98467.88,3,1,0
2,1,1,0,3206,2013,4,20185.76,3,1,0
1,0,1,0,413,2013,4,140154.91,3,1,0
1,0,0,0,26126,1997,2,65393.27,3,1,1
2,2,1,1,3638,1974,1,142176.75,3,1,0
1,2,1,0,33345,1998,2,107882.31,3,1,1
1,0,0,0,499,2007,4,35578.61,3,1,1
2,0,0,0,1970,2004,2,104895.32,3,1,0
1,0,0,0,1369,2003,1,31857.88,3,1,0
1,0,0,0,1325,2006,2,3732.43,3,1,1
1,3,0,0,582,1971,3,92051.71,3,1,0
3,0,1,0,2850,1991,3,101086.77,3,1,0
1,0,0,0,677,1989,3,110050.54,3,1,0
1,3,1,0,107,2005,2,92835.68,3,1,0
1,0,0,0,3875,1986,2,574.2465,0,1,1
1,3,1,0,1736,2010,4,113043.16,3,1,0
1,3,0,1,2751,2004,3,148964.53,3,1,0
1,3,1,0,2486,1994,2,73401.21,3,1,0
3,2,1,0,1446,1988,2,62273.39,2,1,0
2,0,0,0,5980,1986,2,106725.35,3,1,0
3,3,1,1,2963,1885,2,143188.4,3,1,0
0,3,1,0,2043,1961,4,53557.18,3,1,0
1,3,0,0,1929,2005,2,86368.98,3,1,1
1,3,1,0,463,1907,2,68182.63,3,1,0
1,0,1,0,4709,1976,2,41180.84,3,1,0
1,2,1,0,1698,1975,4,51177.11,3,1,1
1,1,1,1,1130,1992,3,26097.45,3,1,0
1,0,0,1,1082,2009,2,90711.57,3,1,1
3,3,1,0,1817,1988,2,27510.78,3,1,0
1,3,1,1,1531,1817,3,45530.11,3,1,0
1,0,1,0,1223,1885,4,60065.95,3,1,0
3,0,1,0,970,1986,4,80373.13,3,1,0
4,0,0,0,3227,1928,1,92422.74,3,1,0
2,1,0,0,298041,1963,3,37488.06,3,1,0
2,0,1,0,1955,2004,4,31932.69,3,1,0
1,0,0,1,2064,2008,2,128946.06,3,1,1
2,1,1,0,2050,1999,2,24439.18,3,1,0
1,2,0,0,416,1841,2,138.69,0,1,1
1,0,1,0,1975,1997,2,44233.52,3,1,0
1,3,0,0,5198,2009,3,101607.49,3,0,0
5,2,1,0,1280,1928,2,42704.0,3,1,0
3,3,1,0,4794,1994,4,126746.79,3,1,0
2,0,0,0,53698,2000,1,153573.56,3,1,0
1,3,1,0,298,2011,1,140381.51,3,0,0
3,0,1,0,1968,1988,1,113603.07,3,1,0
1,3,1,0,3815,1987,2,14742.8,3,1,0
3,2,0,0,2812,1977,2,54639.49,3,1,1
3,1,0,0,23885,2005,4,298.1357,0,1,1
3,3,1,0,2886,1985,2,45318.93,3,1,0
3,3,0,0,3425,2003,3,62003.23,3,1,0
1,0,0,1,704,2013,3,84801.63,3,1,0
1,2,0,0,660,2009,3,66781.76,3,0,0
1,2,1,1,4792,2008,4,17561.48,3,1,1
0,0,1,0,1259,2001,2,25989.85,3,1,0
1,0,1,0,2091,1948,4,60321.97,3,1,0
1,2,0,0,28279,1968,4,91822.75,3,0,1
1,0,0,0,2377,1989,3,225.6413,0,1,0
1,1,1,0,457,1987,3,22871.53,3,1,0
1,1,0,0,206,2001,4,382.2433,0,1,1
0,3,1,0,1838,1990,1,112102.98,3,1,0
1,3,1,0,3358,2002,2,95310.74,3,1,0
1,3,1,0,3484,1821,4,61829.31,3,1,0
3,0,1,0,1222,1997,2,851.4471,0,1,1
1,2,0,1,819,2002,3,26055.3,3,1,0
5,2,1,0,1466,1998,4,163906.88,3,0,0
1,2,1,0,603,2010,3,45833.71,3,1,0
2,1,0,0,3393,2013,4,28534.67,3,1,0
2,0,1,1,1154,2010,3,75796.85,3,1,0
3,2,1,0,4181,2002,4,724.0276,0,1,0
1,3,1,0,620,1998,4,43425.93,3,1,0
1,2,1,0,3951,1973,1,698.9778,0,1,0
2,1,1,1,1827,1973,4,21765.1,3,1,0
5,0,1,0,84,2004,3,157465.74,3,1,0
1,3,0,0,1781,1971,3,630.2337,0,1,0
1,0,1,0,4633,2011,3,23969.45,3,1,0
1,3,0,0,1183,1926,4,111720.08,3,1,1
1,0,1,1,1222,2009,4,102986.34,3,1,0
1,0,0,0,3537,1998,1,88664.77,3,1,0
1,0,1,0,2913,1953,2,101292.33,3,1,0
1,2,1,0,1911,2001,2,18251.1,3,1,1
1,1,0,1,2323,1979,3,108690.79,3,1,0
1,3,0,0,536,2001,4,88468.41,3,1,1
2,1,1,0,1583,2004,4,170788.78,3,1,0
2,2,1,1,1426,1989,4,69984.79,3,1,1
2,3,0,1,598,2006,2,68640.89,3,1,0
1,3,1,0,895,1956,2,129255.91,3,1,0
3,0,1,0,1551,2012,0,81707.96,3,1,0
1,0,1,0,3537,2007,4,60937.35,3,1,0
1,0,1,0,1393,1991,3,135441.47,3,1,0
1,3,1,1,1787,2006,4,65500.19,3,1,0
1,1,1,0,1251,1999,2,108235.72,3,1,0
1,0,1,0,1573,2008,4,31190.56,3,1,0
1,3,1,0,1654,1888,4,36600.66,3,1,0
2,2,0,0,3615,2012,4,141020.04,3,1,1
2,3,0,1,2122,2009,3,155605.02,3,1,0
3,0,1,0,2098,2011,1,62446.69,3,1,0
1,0,0,0,1996,2001,1,9939.67,3,1,0
2,3,1,0,555,1968,4,9693.06,3,1,0
1,0,0,0,93018,2009,4,18332.25,3,1,1
1,0,1,0,2614,1959,3,77487.08,3,1,0
1,3,1,0,3107,2009,1,50417.78,3,1,0
1,1,1,0,1316,1996,1,76900.05,3,1,0
5,3,1,0,2483,2008,1,40475.41,3,1,0
1,3,1,0,1113,1968,2,46457.53,3,1,0
1,0,0,0,3656,1971,3,491.9991,0,1,0
2,3,1,0,2569,2008,4,38962.34,3,1,0
2,0,1,0,4879,1998,2,35244.7,3,1,0
1,3,1,0,2367,1978,1,72479.76,3,0,0
0,3,1,0,1145,1999,1,13324.91,3,0,0
2,2,1,0,1522,1982,2,438.855,0,1,1
1,3,1,0,4403,1988,1,33645.75,3,1,0
3,1,0,0,412,2005,3,39848.78,3,0,0
1,0,0,1,21915,2012,3,47773.5,3,1,0
1,3,0,0,2546,1977,2,868.2749,0,0,1
1,0,0,0,974,1846,3,14125.36,3,1,0
1,2,1,0,1229,2005,2,143921.58,3,1,1
3,0,1,0,2808,1962,2,17773.53,3,1,0
1,3,1,0,4005,2008,2,87966.47,3,1,0
2,3,1,0,531,1953,3,20314.14,3,1,0
1,3,0,0,1536,2007,1,22667.46,3,0,0
1,0,1,0,1561,2009,3,108527.79,3,1,0
3,3,1,0,1957,2000,2,30077.25,3,1,0
1,0,0,0,520,1984,2,26164.47,3,1,1
1,2,0,0,372064,1963,4,28611.11,3,1,1
2,2,1,1,69947,1995,2,127242.79,3,1,1
1,2,0,0,932,1980,2,924.83,3,1,1
1,0,1,0,2187,2004,2,39353.22,3,1,0
2,0,1,1,10003,1968,3,54981.44,3,1,0
5,0,0,1,2726,1995,2,119943.88,3,1,1
1,1,1,0,4220,1990,2,61680.23,3,1,0
1,0,1,0,1817,1817,4,16196.99,3,1,0
1,3,1,0,1602,1916,2,162410.95,3,0,0
1,0,1,0,1809,2008,4,80375.25,3,1,0
2,1,1,0,3477,2008,2,71113.2,3,1,0
1,0,0,0,869,1948,2,116374.69,3,1,1
1,3,1,0,2569,2008,1,298.8956,0,1,0
1,0,0,0,2945,1986,2,185.2334,0,1,1
1,3,1,0,5664,1999,4,34770.1,3,1,0
3,0,0,0,3028,1987,1,98261.85,3,1,0
2,0,1,0,2573,1999,4,82110.68,3,1,1
1,0,0,0,3236,1988,3,87058.78,3,1,0
3,0,0,0,16356,2003,2,135763.05,3,0,1
1,3,1,0,644,1977,2,96786.88,3,1,0
2,0,0,0,4376,1994,4,221944.22,3,1,0
5,3,1,0,5953,2009,2,171890.05,3,1,0
1,1,0,0,772,2001,2,50282.8,3,1,1
2,3,1,0,2514,1972,3,27532.52,3,1,0
1,0,0,0,532,2001,2,53970.45,3,1,1
2,0,1,0,5178,2001,4,4371.14,3,1,0
1,3,1,0,19306,2010,4,45855.88,2,1,0
5,3,1,0,1224,1880,1,22815.27,3,1,0
2,0,1,1,2861,1987,3,101072.99,3,1,0
1,3,1,0,2566,1990,2,82062.29,3,1,0
3,3,0,0,2485,2006,1,120260.96,3,0,0
3,2,0,0,373,1962,3,101824.5,3,1,0
1,0,0,0,2333,2006,3,34229.45,3,1,0
5,3,1,0,-17,2002,3,129701.94,3,1,0
1,3,1,0,1250,1851,2,66433.79,3,0,0
1,0,0,0,2316,2001,2,27828.08,3,1,1
1,3,1,0,1077,2013,2,69435.54,3,1,0
1,3,0,0,2309,1951,2,10084.11,3,1,1
2,0,0,0,2007,1960,2,64888.12,3,1,0
0,3,1,0,1885,1992,4,47639.56,3,1,0
1,2,1,0,4537,1999,4,61.1329,0,1,1
1,3,1,0,2364,1998,1,87397.19,3,1,0
1,2,0,0,8315,1994,3,105974.33,3,1,0
2,1,0,1,814,1834,2,79908.73,3,1,0
1,0,0,0,2228,2005,4,113260.07,3,1,1
1,2,1,0,90533,1945,2,103232.1,3,1,1
1,0,1,0,1386,1995,1,75257.3,3,1,0
1,3,0,1,2610,1972,3,105748.83,3,1,0
3,3,0,0,1063,2012,3,122.55,0,1,0
1,2,0,0,1640,2007,3,702.8717,0,1,0
0,3,1,0,1531,2002,4,109611.55,3,1,0
1,0,0,0,4077,2010,2,746.5986,0,1,1
2,0,1,0,1432,2000,0,72618.35,3,1,0
1,3,0,0,2328,1988,2,216.15,0,1,1
1,3,1,0,1086,1971,3,97504.07,3,0,0
3,0,0,0,1480,1967,3,142827.07,3,0,0
1,2,0,0,563,2011,4,75098.79,3,1,1
2,1,0,1,1881,1972,3,104593.37,3,1,0
1,0,1,0,4655,1998,3,18502.5,3,1,0
1,0,1,0,2685,2011,2,104044.4,3,1,0
1,3,1,0,4836,1991,4,18706.86,3,1,0
2,3,0,0,2922,2001,4,96192.58,3,1,0
3,1,0,0,3932,1996,2,25488.09,3,1,1
3,1,0,0,3345,1992,4,40804.63,3,1,1
1,3,1,0,1817,2010,1,58434.15,3,0,0
3,0,0,1,241,1994,2,20211.1,3,1,1
1,0,1,0,4729,1951,3,65759.78,3,0,0
1,3,1,0,3184,2005,1,143194.85,3,1,0
1,2,0,0,1943,1886,3,467.5247,0,1,0
1,3,1,0,203,1998,1,70544.12,3,1,0
3,0,1,0,616,2001,3,49248.08,3,1,0
1,0,1,0,1153,1995,4,103164.26,3,1,0
1,3,0,0,367,2016,1,107772.42,3,1,0
1,0,1,0,159,2006,4,65842.4,3,1,0
3,0,1,0,6289,2004,2,12759.63,3,1,0
1,0,0,1,815,2012,4,38933.7,3,1,1
1,3,0,0,819,1987,3,122324.22,3,0,0
5,0,1,0,731,2004,2,82.0029,0,1,1
1,0,0,0,1858,1865,4,174.594,0,1,1
1,2,1,0,958,2005,3,89991.95,3,1,0
1,3,0,0,231,2004,1,111021.08,3,1,0
1,2,0,0,74,2001,2,206997.93,3,1,1
1,0,1,0,987,2009,4,44332.36,3,1,0
3,3,0,0,4032,1953,2,152856.79,3,0,1
1,0,1,0,1849,1932,3,143260.47,3,1,0
1,3,0,0,4276,2005,1,215240.7,3,1,0
5,0,1,0,2448,1991,2,86070.87,3,1,1
3,0,0,0,85646,2013,3,103341.32,3,0,0
1,3,0,0,2323,1989,1,109033.72,3,1,0
2,0,1,0,1772,1852,4,85647.06,3,1,1
2,0,0,0,2931,2001,2,100.1,0,1,1
1,3,0,0,1385,1968,4,45108.92,3,1,1
1,3,0,0,1118,2008,1,51408.57,3,1,0
3,3,1,0,1177,1998,2,40030.56,3,1,0
1,3,1,0,4063,1998,2,40223.97,3,1,0
2,1,0,1,1400,1999,3,56651.09,3,1,0
0,2,1,0,4310,1909,2,109111.37,3,1,1
1,0,1,0,5577,2007,4,160323.84,3,1,0
1,0,1,0,802,2006,3,91167.64,3,1,0
0,3,1,0,2616,1969,1,95415.3,3,1,0
1,3,0,0,2223,1997,1,43427.27,3,1,0
1,2,0,0,1207,1953,2,95920.87,3,1,1
1,0,0,0,124,1909,3,95745.58,3,1,0
1,0,0,0,2369,1947,2,71594.62,3,1,1
1,3,1,0,4215,1915,2,23954.31,3,1,0
1,0,1,0,947,1994,1,116577.94,3,1,0
3,0,1,0,862,1937,4,60750.79,3,1,0
1,3,1,0,2788,1998,2,62213.49,3,0,0
1,3,0,0,4698,1966,2,75757.9,3,0,1
0,3,0,0,5878,1868,4,72752.64,3,1,1
1,1,1,1,1961,1998,4,91772.54,3,1,0
1,3,0,0,7668,2005,3,95333.45,3,1,0
1,3,0,1,1680,2010,3,172316.39,3,1,0
1,0,1,0,1217,2008,1,71078.6,3,0,0
1,0,1,1,3110,2005,4,109177.73,3,0,0
1,1,0,1,1721,2006,0,110328.1,3,1,1
1,0,0,0,1771,2005,2,137905.28,3,1,1
5,3,0,0,481,1866,2,10355.64,3,1,1
2,3,1,0,34069,2010,4,64445.98,3,1,0
1,1,0,1,643,2013,2,83274.12,3,1,1
1,3,0,0,1871,1983,1,62729.69,3,0,0
1,3,1,0,3641,2001,4,37505.26,3,1,0
1,3,1,0,4209,1940,3,71707.36,3,1,0
2,3,0,1,143036,2012,2,90939.96,3,1,0
1,0,1,0,3385,1997,2,14671.65,3,1,0
1,3,1,0,409,1971,3,68952.04,3,1,0
1,3,1,0,3539,1988,4,24642.85,3,1,0
1,3,0,0,546,2014,3,149133.36,3,1,0
3,3,1,0,5087,2005,4,28399.22,3,1,0
3,1,1,0,2479,1919,2,62207.61,3,1,0
1,3,1,0,4836,2005,1,597.9,3,1,0
1,0,1,0,2083,1947,4,98871.58,3,1,0
1,0,1,0,54,1998,4,240.7297,0,1,0
1,0,0,0,105,1982,2,4855.35,3,1,1
1,3,1,0,4257,1960,3,58820.08,3,1,0
1,0,0,0,1413,1985,1,94129.28,3,1,0
1,3,1,0,880,1997,2,123273.68,3,1,0
1,2,0,0,3707,2002,4,93179.7,3,1,1
1,0,0,0,1869,1978,4,56474.08,3,1,1
1,3,0,0,755,1993,1,26803.34,3,1,0
1,3,1,0,1874,1921,4,41178.56,3,1,0
1,3,0,0,4498,2014,1,72863.2,3,1,0
3,3,0,0,2464,2012,1,113052.48,3,0,0
3,2,0,0,2449,1974,2,229950.7,2,1,1
2,1,1,0,1074,1970,4,19383.25,3,1,0
1,3,1,0,18664,2007,0,158144.16,3,1,0
2,0,1,0,190,2007,3,132092.7,3,1,0
1,3,1,1,2596,2012,2,36364.29,3,1,0
3,3,1,0,1337,2002,1,105152.57,3,0,0
1,3,0,0,2621,1897,4,40552.46,3,0,1
2,3,1,0,1697,1998,4,43614.49,3,1,0
2,3,1,0,4322,2007,4,78916.96,3,1,0
1,0,1,0,708,2007,3,138315.14,3,1,0
1,3,0,0,866,1898,1,174812.84,3,1,0
2,3,1,0,2100,1979,3,71761.36,3,0,0
1,0,0,1,1913,2013,3,74635.08,3,1,0
4,3,0,0,17541,1986,2,75224.53,3,1,1
1,0,0,0,581,2014,2,74877.39,3,1,1
1,0,0,0,573,2009,3,62891.29,3,1,0
1,3,1,0,12692,1998,1,115239.79,3,1,0
1,0,0,0,5801,2012,2,99037.57,3,0,1
4,0,0,0,363,2013,2,97469.69,3,1,1
1,3,0,0,815,1993,2,69825.5,3,1,1
2,2,1,0,3944,2005,2,276.7576,0,1,1
1,3,1,0,1606,2012,1,3435.99,3,1,0
3,3,0,0,3323,2007,4,32421.05,3,1,1
1,3,0,0,898,2002,1,122187.35,3,1,0
2,3,0,0,2619,1981,4,62376.12,3,1,0
2,3,1,1,4035,1998,2,41360.5,3,1,0
0,1,1,0,5707,2002,4,103813.15,3,1,0
1,3,0,0,2803,2004,3,139924.14,3,1,0
1,0,1,0,142,1998,2,32341.12,3,1,0
3,0,1,0,5963,2009,2,26217.34,3,1,0
1,0,0,0,3336,1994,1,65227.99,3,1,0
1,3,1,0,4589,1985,1,81132.15,3,1,0
1,0,1,0,2681,2008,3,79079.87,3,1,0
1,0,0,0,5601,2014,3,132150.73,3,1,0
1,3,1,0,499,1984,2,98867.47,3,1,0
1,2,0,0,3716,1999,1,311.1659,0,1,0
1,3,1,0,866,2012,2,41439.87,3,1,0
1,1,1,0,394921,1975,3,106460.43,3,1,0
1,0,0,0,2444,2006,4,30497.97,3,1,1
1,3,1,0,3107,1997,2,89256.68,3,1,0
1,0,0,0,2824,2010,4,95016.97,3,1,1
1,3,1,0,1836,1975,4,16780.57,3,1,0
1,3,0,0,63,1997,2,78553.09,3,1,1
2,0,0,0,2097,1914,1,125702.65,3,1,0
1,0,1,0,444,2013,4,29951.72,3,1,0
1,3,1,0,3329,1983,2,144548.82,3,1,0
3,0,1,0,6070,1997,2,50956.99,3,1,0
2,2,1,0,860,1988,3,70892.12,3,1,0
3,1,1,0,13728,1968,3,72626.0,3,1,0
1,2,0,0,2749,1996,3,39114.03,3,1,0
1,3,1,1,2595,2005,2,142300.54,3,1,0
5,0,0,0,1228,1995,2,314.2371,0,1,1
1,0,1,0,273,2001,4,56495.99,3,1,0
1,3,0,0,302,2000,3,47.4872,0,1,0
3,3,0,0,2294,2005,4,109711.81,3,0,1
1,0,1,0,4266,1976,3,208952.02,3,1,0
1,2,1,0,21013,1991,4,88780.76,3,1,1
2,1,0,1,115,1965,3,48947.85,3,1,0
1,3,0,0,1307,1987,2,665.1571,0,1,1
1,3,1,0,995,1988,2,173345.71,3,0,0
1,0,1,0,1454,1999,4,124900.16,3,1,0
1,0,0,0,12487,2000,2,192.8448,0,1,1
1,3,1,0,2427,1989,3,121287.72,3,0,0
1,3,0,0,957,2010,2,537.2994,0,1,1
5,2,0,0,518,2001,1,98771.74,3,1,0
1,3,0,0,2359,1996,1,112264.84,3,1,0
3,3,0,0,3129,1996,4,46305.54,3,0,1
1,0,0,1,1708,2011,1,40719.26,3,1,0
2,2,0,1,4223,1993,1,144384.1,3,1,0
1,3,0,0,2138,1984,2,112115.11,3,0,1
1,2,1,0,4496,2007,3,62010.95,3,1,0
1,2,0,0,3290,2000,1,66828.9,3,1,0
5,0,0,1,2456,1997,2,94932.01,3,1,1
1,1,1,1,639,1868,3,45799.41,3,1,0
1,0,1,0,2795,2008,4,68950.79,3,1,0
1,3,0,0,3529,2008,1,110781.9,3,0,0
1,2,1,0,681,1983,4,44219.35,3,1,1
2,1,1,0,2631,1998,1,110391.42,3,1,0
2,1,0,0,3031,2013,4,21110.82,3,1,0
1,3,0,0,707,2006,4,40825.98,3,1,1
3,0,1,0,4545,1996,2,116341.83,3,1,0
1,3,1,0,2979,2014,3,117134.84,3,1,0
1,3,0,0,1470,2007,1,122257.16,3,1,0
2,0,0,1,176,1943,3,5401.14,3,1,0
1,0,1,0,3523,1988,4,53741.48,3,1,0
1,3,1,1,770,1997,4,150091.79,3,1,0
3,3,0,0,4528,1989,4,33987.17,3,1,1
1,2,0,0,1498,1869,3,84393.44,3,1,0
1,0,1,0,1900,1993,3,231.1253,0,1,0
1,3,1,1,247,1993,4,38406.29,3,1,0
1,0,1,0,920,1978,3,78213.37,3,1,0
1,3,1,0,2340,1981,2,63278.75,3,1,0
1,1,1,0,1945,2005,4,170656.55,3,0,0
2,0,1,0,3164,1972,2,64310.94,3,1,0
1,0,1,0,3026,1934,3,64069.53,3,1,0
1,0,0,0,1933,1984,4,148046.97,3,1,1
